,Recommended,Review,count_exc,Polarity
22341,1,adorable swing says yellow yellow plaid yellow rich popular bright rich,0,0.26015873
22342,1,wish worked saw loved happened come tried perfect makes think,2,0.296296296
22343,1,substantial flattering took small love substantial slimming looks weird getting onyou opening butt great believe,0,0.11
22344,1,favorite new going sensitive glad super soft looks great tshirt swing tend,2,0.368855219
22345,1,flattering comfortable skeptical ordering flattering made soft weigh bought small see wearing floppy cooler,0,0.280519481
22346,0,followed sized expected garment ordered small arrived called corporate ensure given fit small normal sized returned,0,0.000757576
22347,1,beautiful perfect many many love excellent adorable good see rear,4,0.645
22348,1,perfect tried large forgiving due clingy asymmetrical,3,0.581160714
22349,0,adorable wanted gave working,4,0.263888889
22350,1,surprising think look great liked looked purchased loved loved loved tunic,0,0.5625
22351,1,want loved saw knew rich much expect short pulled hit navel,0,0.253571429
22352,1,love waisted med ordered large ensure run small keeping large ordering med spare adorable comfortable flattering expected pictured elastic,2,0.236071429
22353,1,soft great soft washable think opted added makes closed evenlooking tended broad making usual,0,0.303819444
22354,1,noticed walked athletic small trying decide preferred small fit ended sizing seems set looking wearing suggested think denim look great rated good,0,0.2625
22355,1,much bought much appears photos online soft making lightweight fitted large think runs true felt fine tend modest bought widelegged wedge many wish noticed,1,0.231216931
22356,1,perfect third looking tummy ive loved typical cinched flattering get numerous say wonderful,2,0.295833333
22357,1,beautiful different flattering due great,1,0.325
22358,1,stated roomy flattering give single go dropping public went preferred single,0,0.011428571
22359,1,love got lightweight great,0,0.6
22360,1,beautiful fabulous gorgeous make practical true,1,0.45
22362,1,spectacular made classy soft solid small little,2,0.234722222
22363,1,want love gorgeous makes feel small think going,1,0.45
22364,1,get many found stay stylecut flowy small worked get,1,0.046666667
22366,1,appealing ive received many comfortable ordered,1,0.466666667
22367,1,adorable fell mentioned ran large wanted lined adorable glad tried small know,4,0.208116883
22368,1,navy got gorgeous rich looking soft see look great xs tts knee see wearing worried looking,0,0.582142857
22370,1,adorable short got many,2,0.421428571
22371,1,loved navy flattering bought disappointed bought yellow garish unflattering visual give,1,0.272222222
22373,1,super make wearing tent flattering think overstitching ribbbed bottom styling super,2,0.288095238
22374,1,nice threw disappointed bought run large regular petite,2,0.070535714
22375,1,tunic nice,0,0.363809524
22376,1,go nice little nice,0,0.173214286
22377,1,flattering easy cute many possible upbeat easy got small washed short put worked fine great,1,0.223333333
22378,1,love fit excellent slapped mixed sure keeping purchased wide,0,0.255555556
22379,1,love flattering bought tiny similar,1,0.166666667
22380,1,pleased see glad knit soft luxurious shocked cashmere soft substantial used layering fitted,1,0.187037037
22383,1,love went,0,0.666666667
22385,1,expected preferring felt boxy small gone xsmall loved print,1,0.154761905
22386,1,beautiful runs small gorgeous depending ordered small returned cropped pictured,3,0.24
22387,1,great good got regular,1,0.483333333
22388,1,big see tone subtle ran big,1,0.07962963
22390,1,little big comfortable soft purchased small large preferred small great oversized,2,0.136954365
22392,0,liked opened unimpressed green expecting scratchy fit boxy translated online think cute much casual expecting goes,0,0.2
22394,1,awesome walked past makes sophisticated soft fitted super flattering usual dressed basic,1,0.146363636
22395,1,fell online big bold fit aesthetic compared making green dark looks elastic wider buttoned waist make look wide soft,0,0.154861111
22396,1,bought overall matched pictured uncomfortable returned unique,0,0.146428571
22397,1,large huge ordered large large big comes middle upper wanted,2,0.161607143
22398,1,disappointed high made happy described straight sizing seems little ordered regular big sized large seemed stretchy made,0,0.228065476
22399,1,liked super casual got flowy boxy runs big compared,0,0.205555556
22400,0,returned agree returned,0,0
22401,1,small tight overall looks true,0,0.13877551
22403,1,great tunic great warm hot looks great many,0,0.625
22404,1,said boxy covered nice paired looked great ordered soft,0,0.5
22405,1,pictures gorgeous lightweight make regular longwhich,1,0.191666667
22406,1,think weaved sparkly neckline clean careful require camisole depending,1,0.066666667
22407,0,tried due sleeves scratchy look terrible itching wok nice neutral run large large sized sure nice,0,0.143367347
22408,0,itchy metallic running find metallic put ok fair seemed next became expected hoping layering layering comfortable,0,0.192857143
22409,1,seems little ill say much real means picked online,1,0.058928571
22411,0,poor unflattering awkward mentioned see threw poor runs large,2,-0.133673469
22412,1,walked local wearing stunning different perfect small sold able online sent gorgeous mediumtolightweight looks great tucked,1,0.40625
22413,1,purchased purchased worn received several pic online annoyed much lying flat take,0,0.099423077
22414,1,big soft raw bought green faded olive shortish boxy wide slimmer fit wide said perfect early late,1,0.145421245
22415,1,heartbroken small small previous runs small sold heartbroken gone aiming high,2,-0.151333333
22416,1,gorgeous fell got went vibrant perfect want true want big worked perfect,1,0.514583333
22417,0,boxy received tried looked packed excellent boxy appears,0,1
22418,1,think love looked little old ladyish depends hot believe great,1,0.173214286
22419,1,soft got matching stuck,0,0.3
22420,0,poor wanted wide short crooked washed unwearable wrong,0,-0.025
22421,0,wanted wanted disappointed ordered wish listened looks online boxy,0,0.025
22423,1,comfortable perfect enough looks great,0,0.55
22424,0,terrible much put buy paying exorbitant waiting get local sold sure ordering great missed,0,0.013333333
22425,1,purchased green online usual returning unique thought sleeve appears regular gave expected,0,0.201785714
22426,0,miss ive bought arrived disappointed makes super forgiving planted expecting open dresses open easy sad wrong,0,-0.028571429
22427,1,requires layering made wasted added made frumpy right think wasted enough wish worked unique,0,0.128968254
22429,1,give gorgeous keep coming perfect great tan great looked great good go local,1,0.3625
22430,0,kidding saw thrilled based flattering swing type bought small delivered opened looking pregnant wide,0,0.185606061
22431,1,comfortable great said bathing ive owned live,11,0.437878788
22432,0,disappointed taken disappointed got small wanted make sure good belted thin looking cool require full came,0,0.1
22433,1,made made adjustable padded makes look bathing seems run small,0,0.226666667
22434,0,favorite short flattering figuring love looks great,1,0.277777778
22435,1,perfect beautiful classic appears soft ordered usual true,1,0.376666667
22436,1,beautiful ordered online little due negative arrived beautiful beading subtle gorgeous nude stunning elegant true,8,0.337847222
22437,0,thin boxy bought reading many positive many said hit covers,0,0.218831169
22438,1,ive tried several overlap nice soft runs fitted regular fine slight received snaghole holds,1,0.2
22439,0,cute athletic tend come pictured cute little short,1,0.177083333
22440,1,simple added ruffled beaded front neckline intact bought normal small based fit perfect classic neutral adding,1,0.206060606
22441,1,bought great dark necklace fitted wearing strapped draping open including dressed,0,0.1625
22442,0,huge looked refined huge going,0,0.283333333
22444,1,love lightweight comfortable darling additional,3,0.35
22447,0,huge find mistake huge sized,1,0.2
22448,0,wanted ordered online hoping fit large small ordered small based fit think extra small seemed delicate hanging last long,0,0.101098901
22449,1,loved bought washed according got tangled seen coming bummed looked beautiful,1,0.375
22450,0,fragile bought noticed sized seams sure bought scated,0,0.185714286
22451,1,gorgeous great sexy ordered ordered super sizing super,2,0.439583333
22453,1,flipping adorable lightweight know followed cropped open stylish different purchased petite little cropped,3,0.286181973
22454,1,soft happy looking unique comfortable,2,0.275
22456,1,pictured pictured cropped ordered large true liked much seems pleasant attached soft,0,0.371957672
22457,1,nice cut linen liked much bought different many blousy full short,0,0.30625
22460,1,stylish reminded got paid beautiful red,1,0.35
22461,1,beautiful ordered small perfect weigh soft unlined referred,1,0.385416667
22462,0,soft comfortable expected huge kept soft ive good wearing resting etc know look good sloppy think many enjoy wearing,0,0.252380952
22463,0,large low wanted bad loved bright red received seemed cheap large returned,1,0.191071429
22464,1,great basic bought olive opted torsoed came midbutt muscular needed undershirt nice nice high,0,0.235384615
22465,1,favorite love several waiting restocked,0,0.4
22466,1,great bought usual purchased grey great dressed seems good great,1,0.365
22467,0,unlined looking fallspring looks great disappointing say soft unlined sure unlined expect terrible great,0,0.127272727
22468,0,terrible danced planned centered showed crushed id read unlined oversized expect sloppy boiled wool held wanted picked,0,-0.127777778
22470,1,easy comfortable,0,0.277777778
22471,1,big bought keeping want big nice,0,0.2
22472,1,deciding purchased able local thought missing lined regular short keep red red big athletic seemed,0,0.020833333
22473,0,loved purchased crooked receipt sure sigh bought go,1,0.25
22474,1,love looking unlined edging lightweight enough tunic hanging worn dressy scarf great contemporary,3,0.326666667
22477,1,good looks website turned little different keep small unlined made soft finished edging done,0,0.173958333
22478,1,beautiful flattering super great long need ordered purchased,2,0.403703704
22479,0,decided popped returned possible made ridiculous saw potential purchased,0,-0.313541667
22480,1,red bought small comfortable dressed lined finished new,0,0.198051948
22481,1,unique loved arrived strong textured dry decided overnight rid next rinsed cold dried wreaked took subsequent rid washing hurt whatsoever fab,0,0.066170635
22482,1,great great reccomend looks great comfortable,0,0.55
22483,0,ordered lbs tight loose comfortable run get mail whole offwhite offwhite,1,0.149389499
22484,1,large sm little busty swimming small thin substantial said worn,3,-0.032554945
22485,1,want boxy looks think styling boxy styled dark high waisted tucked red ready go great seem static,0,0.228888889
22486,1,wanted similar comes,0,0.3
22487,1,perfect hot bold neckline high wore received many true,1,0.485757576
22488,1,cute great little beautiful vibrant real ordered large fit large flows huge slimming high good,0,0.378287546
22489,0,short soft short ordered,0,0.116666667
22490,1,small large chested,1,0.154761905
22491,1,much seems put smile faces works comfortable daytime good updo cardigan found cant go wrong much adjustable,0,0.32
22493,0,giant large ordered regular floored neckline bummed blue nice soft bad,1,0.049097331
22494,1,think pilcro favorite true height come athletic,1,0.372619048
22495,1,perfect flattering true ordered lbs wish came great substantial,3,0.546428571
22496,1,great great go great,0,0.8
22497,1,perfect looking available tried fell love super soft,3,0.491666667
22500,1,embroidered embroidered cool think stand become retailer vintage,0,0.533333333
22501,1,love great please make exact,3,0.491666667
22502,1,soft got cream tried tried super ended ordered online got know washed soft great ordered,3,0.214814815
22503,1,gorgeous overpriced ran gorgeous washed recognizable super soft looking great flared much bulk carry usual,2,0.24281746
22506,1,tried bad add littl tried go,0,0.1125
22507,1,tried front appears nice normal little boring swing great front short making supposed warm loose decide,1,0.077223558
22509,1,great ordered modern geometric shown beautiful blue casual soft evening spilled red used dish laundered hot came dried,2,0.133333333
22510,0,huge saw online loved whimsical excited arrived vibrant soft huge bought usual big able bad great,0,0.230729167
22511,0,weird fit good xs ordered small huge,0,0.095238095
22512,1,love looks great,3,0.575
22513,1,bought several went liked petite appear soft little loose skinny surprising go buy,1,0.34463141
22514,1,great says cute washable going dry true know casual small unexpected,3,0.014814815
22515,1,adorable nice,1,0.4625
22516,1,love love new,3,0.439393939
22519,1,ordered large swallowed happened able delighted,1,0.552380952
22520,1,love wish olive sag great ordered usual,4,0.51
22521,1,warm neutral great wore usual,0,0.307142857
22522,0,wish disappointed bought gone theyre got green return washed washed disappointed ive,0,-0.098717949
22523,0,cool tight cool give extensive lack able think cut,0,0.302142857
22524,1,let start saying beautiful makes ordered large get taken owned kim hoping enormous hoping taken small,0,0.322857143
22525,1,legging legging worn soft gray particular tiny long extra tend legs little tiny,0,0.031944444
22526,1,cute small expected purchased decided available,0,0.091666667
22527,0,wanted expecting previous noted short returned,0,-0.041666667
22528,1,great fit got xxsp great slim overpowering think much visible tucked untucked looking long messy good,0,0.270684524
22529,0,neckline seemed warmed mentioned,0,-0.05
22530,0,stretched boy,1,0.120833333
22531,1,bought green loved ended went little perfect great,2,0.430357143
22532,1,great bought overnighted different going delivered happy bought comfortable easy got runs large ended tried plenty,0,0.330952381
22533,1,nice get loose real quick put seemed looked sizes big got loose due go sure unsolvable,1,0.271410256
22534,1,wearing right feminine great layering happy purchased know,0,0.628571429
22535,1,great fit great,0,0.75
22536,1,staple nice think dressed nice sizing desired elected go small fit little seemed go tried different desired,1,0.316319444
22537,1,makes fit great skinny see goes great getting,2,0.566666667
22538,0,disappointed arrived elbow looked full went,0,-0.133333333
22539,1,new favorite bought great fit means tunic comfortable made gray looks great,3,0.428643579
22540,1,nice bought switched want painted washed worn goes many,0,0.357142857
22541,1,nice know soft soft heavy little afraid nice got gray beautiful light casual gray looks great fantastic useless odd first took put love,0,0.173464912
22543,0,amazingformed disappointing poor developed love shocked poor,2,-0.171428571
22544,1,expected wearbaby pink drew mixed good rich super soft oversized nice weight great ensemble great comes large,2,0.34047619
22545,1,excellent bought green bought give little go little snug getting sturdy brushed soft,0,0.039285714
22547,0,beautiful large ordered huge,0,0.412857143
22548,1,seems fringed coupled causes look thick show waist bought returning goes love hoping fit,1,0.0875
22549,1,sweet lightweight nice casual,0,0.2
22550,0,sizing large ordered usual gray shown available exchanged going,0,0.095535714
22552,1,awesome saw ordered second got thrilled soft sumptuous makes good want great nice flattering tummy many got,2,0.447802198
22553,0,tried huge tried usual,0,0.083333333
22554,1,gorgeous soft comfortable large comes added swing bought normal worn complimented dry cleaned wide open tied little expensive,1,0.11313244
22555,1,unique runs large ordered local ordered gone embroidered slovak,0,0.297727273
22556,1,great feminine wish little hit little small runs true,0,0.045833333
22557,1,fantastic fit skinny soft substantial nice,2,0.391666667
22558,1,sleek poor different comes big ive large poor disappointing,0,-0.02514881
22560,1,classic lets discuss fabulous go feeling low take,1,0.188888889
22561,1,new rise new favorite little loose,1,0.215472028
22563,1,love fit fit know dye general seem go washing cant rid,2,0.47
22564,1,high tucking flattering much got ironed big,1,0.215
22565,1,tight got tunic last excited apparent listened sized expected think large bummed,1,0.032467532
22566,1,dotted bought sold disappointed glorified heathered normal sad clear dotted deciding,0,-0.091428571
22567,1,great ordered tailored usual go long fit much making,0,0.232993197
22568,1,dressed casual,1,0.166666667
22569,1,unique large comes spaghetti clingy runs large tried usual needed,0,0.193367347
22570,1,got happy super soft new heavy,2,0.383712121
22571,1,,3,0.433333333
22572,1,flowing fantastic rolling nice allowing flow chasing screaming walking mn rolling make little,1,0.252083333
22573,0,bizarre liked fine waist atypical scalloped horrible,0,0.083333333
22574,1,great adjusted athletic,0,0.575
22576,0,looked small cant ridiculous,0,-0.291666667
22577,0,huge got xs huge great unfortunate,0,0.333333333
22578,1,perfect saw liked different usual nice liked tight similar wanted fit went w,1,0.262896825
22579,0,ripped put flattering thick keep pulled got big tight ripped embarrassing given bringing try normal,3,0.264285714
22580,1,super soft bought love super soft,2,0.295238095
22582,1,overall bottom need get altered little frayed given lbs fixed,1,0.282692308
22584,1,curious loved chose keep leaves stylish low front mentioned great thin much small,0,0.003333333
22585,1,tiered bought go navy wide shown bought gone small chested true wanted extra keeping ft large,0,0.118253968
22586,0,much great big bought possible pregnant disappointed lined,0,0.176190476
22587,0,disappointed ordered extra small small found big extra small true great liked shrunk unwearable small little liked decided washed delicate,0,0.024264706
22588,0,seemed much,0,0.133333333
22589,1,adorable small got based preferred sold,0,0.278846154
22590,1,unique knew saw overall large sent fantastic,0,0.273660714
22592,0,great ordered med petite runs big large flattering returning,0,0.292857143
22593,1,great dressed great detailing found true,4,0.591666667
22594,1,nice nice soft little made india indian looking v see enlarged,0,0.221130952
22596,1,wonderful large works great,1,0.564880952
22597,1,good amazing comfortable,0,0.64
22598,1,stitching dye think run big deep thin,0,0.094642857
22599,1,nice nice casual looks bit dressy tried looked good gives nice high got simple makes stand keeping,0,0.24
22601,1,flattering ordered greyblue heathered blue classy flattering little,1,0.240277778
22602,1,got polka soft small got wanted debated returning wanted decided keep soft,0,0.038888889
22604,1,gorgeous peasant worn lizard need beautiful beading lined elasticized supported,1,0.58
22605,1,draped bought true flattering draping weight going little front open,0,0.316071429
22606,1,went walked modest made beautiful loose snug big,2,0.271634615
22607,1,gorgeous soft bought neutral appears online vivid real dusty soft small went fitted normal wanted long underneath went great,0,0.166071429
22608,0,beautiful practical impressed elegantromantic feltlooked several different kept running stay undefined fell great returned,0,0.286363636
22609,1,tried leave tried similar overall preferred lined similar regular much makes,1,0.183333333
22610,1,tried different received numerous flattering attractive cinched pulled bought fitting big high,1,0.201135531
22611,1,due tried small large ordered extra small love jeweled wore received many said looked paired complete,2,0.114880952
22612,1,beautiful forgiving looked great forgiving trying hide belt go front gives waistline great wish looked fine,1,0.593333333
22613,1,beautiful big tried xs great boxy petite soft big,0,0.15125
22614,1,nice flat makes stick petite nice,0,0.319444444
22615,1,great sooo soft flattering draping tummy surprised tried,2,0.416666667
22616,1,favorite flattering cute great casual washable purchased,1,0.46
22618,1,unqiue different comfortable large,1,0.322857143
22620,0,whole ended trying large taking flattering appropriate happened wanted tightened drawstring drawstring ripped disappointed,1,0.09952381
22621,1,surprised beautiful thick unusual built separate,0,0.292857143
22622,0,disappointed dotted looks removed listingwould nice pictured first,0,0
22623,1,appears,0,0.2
22624,1,love bought trim pictured soft little expected got regular getting,3,0.120833333
22626,0,excited ive thin get short long appears love,1,-0.076587302
22627,1,soft flattering modest endowed wish,0,0.175
22629,1,colorful tried coming online hit knee regular hit petite run large true sizes little sparkle,0,0.284598214
22630,1,embroidered raised flattering nice washable unlined hard take helps tie drawstringstyle wish wondering xs,0,0.351388889
22631,0,fleeced upset ordered says prefer arrived disappointed going,0,-0.2125
22632,1,zippered wanted know soft looking disappointed match actual true,0,0.02
22633,1,got recommend flattering wearing,5,0.492
22634,1,blined made great stitching beading front chic received wearing turned decided tall worn little tight,1,0.313988095
22635,1,get arranged heathered navy different keeping thinking flattering keyhole different true bought fine little,0,0.157916667
22637,1,buy super flattering small chested makes tried gray preferred small seemed drapey big purchased,2,0.075378788
22638,1,think much stunning great wearing dressed great,1,0.525
22640,1,fantastic arrived thrilled soft falling made,1,0.54
22642,1,chic gorgeous,1,0.6
22643,0,wanted arrived looked faded old looks stiff boxy,0,0.221428571
22644,1,modern purchased dark sanded minor follows made,2,0.225
22645,1,nice ordered blue light great,0,0.393333333
22647,1,beautiful looks gorgeous bright little soft comes built found true got wanted long think make great,2,0.4078125
22649,1,pictured nice flattering pictured suspect different left side seems light received right prefered big ordered,0,0.247619048
22650,0,disappointed expected thin said sleeve makes structured similar looking warm layering classic,0,-0.160416667
22651,1,designed purchased loved gorgeous open difficult keeping falling overall happy small elbow longlimned seems,0,0.215
22653,1,ordered small received ordered contemplating cant next gorgeous dark gray soft comfortable flattering sold cling middle,2,0.240909091
22654,1,great reading sized inner little snug great,1,0.2925
22655,1,baffled thought soft substantial adding perfect social purchased,0,0.377777778
22656,1,trying busy makes think bohoglam bought usual going recommending quirky whimsical,0,0.035714286
22657,0,strange fit short looked,0,0.125
22658,1,elegant chic bought think great conservative able organ conservative frumpy chic conservative got friday,4,0.5
22659,1,great purchased good,0,0.583333333
22660,0,expected found run large substantial,0,0.038095238
22661,1,comfortable soft lived feel right cuffing bottom,0,0.117142857
22663,0,want poor love love followed wash flat fit want bad,0,0.110833333
22665,0,try know ordered website seen translate real scratched washed according,0,0.070833333
22667,1,ordered ml large take large cant wide,2,0.195714286
22669,0,hoped strange agree got bunched static cling flattering bad looking wearing going,1,-0.075
22671,0,sackish wanted large based previous sized fine flattering amazing overall good,1,0.321428571
22672,1,great bought soft seems wicking compared basic wide purchased fit great,2,0.325
22673,1,vibrant super soft seems great worn super soft stylish shown,1,0.311111111
22674,1,purchased comfortable cute wait great,1,0.54
22675,0,stretched ordered online liked colorful welcome many opened package several tiny rolled examining detailing found missing small know went small appears oversized,2,0.113636364
22676,0,blocking little strange thought sending decided comfortable,0,0.2375
22677,1,beautiful purchased ivory true pinkish beautiful,0,0.692857143
22678,1,large sure reminds tunic due nice detailing hems super,1,0.36037415
22679,1,nice soft got smaill got,0,0.2625
22680,1,new favorite regarding high overall make comfortable,0,0.282727273
22681,1,love beautiful fit flattering tall broad elbow washed washing dry sure,1,0.343690476
22682,1,draped made soft stylish chic,1,0.335
22683,1,nice get many,0,0.32
22685,0,wish looked clear built tented,0,0.1
22686,0,complete ordered blue thinking accent colored liked look take,2,0.116666667
22687,0,tried flattering fine flared looked tried,0,0.273333333
22688,1,small tough ordered usual much bad tried found small puckered nonflattering seemed little thin good adorable great,0,0.001967593
22689,1,good looked big bought,0,0.29
22690,0,wrong ordered reading realize mixed thought take loved various brown loved lined semiattached said tight real,1,0.019897959
22691,0,overpriced readying purchasing wrong first looked felt boxy sizing chic thought overall entire talking,1,0.141666667
22692,0,ordered usual overwhelmed knitted muted nice,1,-0.07
22693,0,huge short huge,1,0.31
22694,0,twiggy bad great nice bought willing,0,-0.036111111
22695,1,beautiful comfortable glad sized normal small comfortable middle,4,0.25
22696,1,missed snagged got extra small fitted,0,0.29
22697,0,broad nice tried whoa bad broad small accentuated eliminated looks great imagine great slim,0,0.1425
22700,1,interesting different ordered fair swallowed looked messy seems overwhelming,0,0.229166667
22701,1,much looks great,3,0.533333333
22702,1,great frumpy bought gorgeous look good cringed ordered usual small colored fitted flattering added,0,0.237307692
22703,1,swing flattering interesting,3,0.433333333
22704,0,huge looking wide normal swallowed available worked go gorgeous,0,0.252777778
22705,1,gorgeous flattering perfect ordered peachivorytan hit miss favorite soft sizing fitted flowy much pairing different ill get good,1,0.4
22706,1,flattering conscious recent going makes feel suggested vertical want true old comfortable wearing looks great highheeled,0,0.285416667
22707,1,required belt cant believe flattering falls perfect rich go wrong positive goes perfect,1,0.347159091
22708,1,unique beautiful ripped layered big soft fit little true ordered small unique single,1,0.221626984
22709,0,good sensitive great extra easy sensitive long wool mohair extra trying,1,0.260416667
22710,0,runs big wanted,0,0.206666667
22712,1,great walked wearing walked complimented got blue various vibrant underdress full added makes hang static short,1,0.1684573
22713,1,suspected scared saw came dressing said thought much paid full easy paired navy,1,0.270833333
22714,0,large wide wanted go,0,0.266326531
22715,1,got passed adventurous expensive glamorous laid romantic got ps able peeking low,3,0.016666667
22717,1,ordered blue comfortable thin works small big,0,0.03125
22718,1,love tiny many tiny stated favorite makes stand embroidery beautiful throw offweekends received many tiny small true,1,0.188461538
22719,0,unflattering bought online great comfortable tried wanted liked awful ordered enormous unflattering swing,1,0.176190476
22720,1,beautiful beautiful sure large overwhelming nice beautiful got belt said maternitylooking got great,3,0.458134921
22721,1,received saw online full tempted liked wanted bought large big returned got flattered say large received first comfortable,3,0.323469388
22722,1,ilove big looks stunning,0,0.25
22723,1,fabulous saw loved soft substantial raw usual wish love,3,0.277403846
22724,0,looked fabulous looked ludicrous good went wrong,0,0.22
22725,1,said beautiful flowing lightweight flattering gorgeous feminine great hanging dressing expect ive careful coming want special,0,0.390031397
22726,1,fitted surprised comfortable flattering,0,0.35
22727,1,swing beautiful soft seem run large liked,0,0.315357143
22728,1,unique sweaterswing based ordered small large detachable lining tight fitted find comfortable replaced great fiber wool find scratchy hem,1,0.270089286
22729,1,comfortable good great,4,0.5625
22730,1,adorable needed ordered went worried overall huge considered returning xs big decided tailored,0,0.209259259
22731,1,comfortable needed getting bad loose structured love loose casual true fitted loose got comfortable ordered,0,0.127564103
22732,0,many take nice rich pictured much appear heavy suited layered bright looked wearing med fitted,0,0.252272727
22733,1,great loose first expected love previous looking goes,0,0.231262327
22734,1,nice true,1,0.4
22735,0,fitted fitted vibrant bought xs going take appears think look nice say going,0,0.151851852
22736,1,great comfortable dressed slenderizing great bought regular bought petite stopped great comes blue great,5,0.477272727
22737,1,unique ive many started small go xs normal pictured great works great unique,1,0.365
22738,0,wanted wanted flattering loved swingy forgiving much sized small go,0,0.308333333
22739,1,great mentioned maternityish pregnant made pregnant little overwhelming next small wearing small,0,0.227916667
22740,0,colored swallowed suppose drooped large gorgeous appeared made,0,0.260714286
22741,1,great interesting hemmed cut made little stiff happy purchased red,0,0.289821429
22742,1,love underall purchased several different perfect thin soft provides enough great low,1,0.239871795
22743,1,fit great reversible,2,0.472
22744,1,came thought went petite gone decided regular figured became available snatched get wrong soft,0,0.090178571
22745,1,believe reviewed tried convinced usual looked huge flared funny see love front unusual usual odrdered see great glove beautiful wish,1,0.273484848
22746,1,suggested several regular arrived loved tried special expect find lined added lining short makes ordered petite,0,0.273015873
22748,1,regular luxurious expensive fluttering sleeping disappointed trying looked amazing makes think problematic soft angled,0,0.051515152
22749,0,annoying comfortable bothersome,0,0.15
22750,1,love purchased came stained looked dragged need diligent checking ordered new small fit fine little tight,5,0.135869859
22751,0,soft faded yummy soft faded looking faded,0,0.1
22752,0,wanted terrible fit small lining huge,1,0.125
22753,1,gorgeous gave overall runs big gorgeous bought looks beautiful altered big bought getting altered loved,3,0.372222222
22756,1,made seem big wanted perfect find xs typical good fabulous great short next great,2,0.398958333
22757,1,wished liked hung odd large broad petite,0,0.201264881
22758,1,great soft flexible great pleased,0,0.6
22759,1,love waisted large busted said sized wrong ladiesno normal good belting huge purchased scratching sold red going casual,2,0.218877551
22761,1,super soft ordered crazy glad super great,0,0.274074074
22763,1,gorgeous gorgeous gorgeous gorgeous contemplating tried fell needed big warned large buy petite petite little short,1,0.25206044
22765,1,amazing gorgeous adorable fit fantastic large,2,0.41038961
22766,1,worked great comfortable used arrived wrinkled got sitting,0,0.25
22768,1,tell swimming small great thin bright get decide ordering,0,0.225
22769,1,unstructured beautiful true comfortable wish pinned attached think look natural keeping think wanted,1,0.386363636
22770,1,amazing soft exceptional beautiful overall excellent,1,0.507142857
22773,1,scottish received made relaxed feminine appear disappointed wearing green rich true fitted gorgeous accent,1,0.209375
22775,1,purchased large fit flows thick need stretch fit great flat,0,0.311160714
22777,1,unique comfortable easy banded dressy comfortable synthetic came petite put done ready going requires little built,0,0.230092593
22778,1,get complimented ordered petite trying regular regular long faded little maintained,1,0.1078125
22779,1,purchased wrong small looks little sloppy,0,-0.12202381
22780,1,ordered came came wrinkled washed washable looked fantastic,4,0.225
22781,0,liked small large uniform,1,0.27952381
22782,1,floral low embroidered gorgeous unique know go fast great ordered ordered normal fit great athletic gets,3,0.413214286
22783,1,unique looking chic dressy give paired skinny received comfortable easy long big great,1,0.294791667
22784,1,comfortable comfortable lounging personal,0,0.420833333
22785,0,made pretty neckline makes wide,0,-0.045833333
22786,1,wearable soft comfortable artistic,1,0.376190476
22788,1,floral wins pair little high considering,0,0.131785714
22789,1,know casual eleganti makes stunning heavy enough nice fine short small purchased petite fine done,2,0.255952381
22790,1,amazing soft comfortable great working running stylish,1,0.466666667
22791,1,love beautiful waiting cool,4,0.46
22792,1,beeutiful went closed great,1,0.306666667
22794,1,ordered small fell altered looks great little concerned,0,0.241369048
22795,1,big much large,1,0.175255102
22796,1,beautiful,0,0.339285714
22797,1,adorable ordered know keep nice soft little cute nice tried trousersa looked great went petite tried lbs nice went,0,0.434722222
22798,1,nice nice make stylish thought tried looked great paired flared purchased usual regular showed tied high waisted,0,0.338333333
22799,1,perfect nice ive giving extra,0,0.533333333
22800,1,purchased navy chic soft great classic,0,0.393333333
22801,1,loved loved comes wish waist little athletic looked boxy disappointed make,0,0.223214286
22802,0,nice wrong fit,0,0.347222222
22803,0,drab weird belted ivory light dropped maternityish high bellybutton low find aline good giving lining tried,0,-0.037727273
22805,1,made bought similar makes special running large think true,1,0.315178571
22806,1,worn took run short embroidered making high great,1,0.326428571
22807,1,love love many complimented ask bought soft comfortable looks great,1,0.43125
22808,1,soft bought tealnavy loved much went bought soft little tight uncomfortable neckline little comfortable overall,1,0.072802198
22809,1,uniquecolorful designed received returned pictured green pictured large large worn listened previous,0,0.166190476
22810,0,ordered expected flattering baggy odd see lining fitted,0,0.166666667
22811,0,ordered prepared entire looking,1,0.2
22812,1,fabulous adorable odd nonadjustable found painful tighten exposed bottom leave exposed overall,0,0.066010379
22813,1,love raw marled pink fit oversized expect usual soft,0,0.095604396
22814,1,tried bright nice soft small good little bra noticeable synthetic,0,0.294642857
22815,1,versatile purchased striped love fitted small sure sized tight ive ordered small,1,0.227142857
22816,1,sizing necessary ordered snug fit small busted soft little great lounging running,0,0.14375
22817,1,awesome great flattering casual true bought,0,0.441666667
22818,1,beautiful unique bought super seeing pattern beautiful unique think looks pretty online loose see worn nice slip little loved regular,2,0.238595631
22819,1,printed cute great casual looks great colored tough depending waist went wide seems short particular,3,0.208677249
22820,1,great casual run large large great bit roomy think cardigan agree itchy given overall great,1,0.358730159
22821,1,tied large small bought boxy body good tied old returned,2,0.366428571
22822,1,perfect loose fitted,1,0.474615385
22823,1,bumble bought new thrilled runs thrilled,0,0.367272727
22824,1,tall short came stopped waist say true nice flat go,0,0.246875
